,NewsID,Text,NewsCategory,BertEmotion,Text2Emotion,NewsSensitivity,NewsPolarity,NewsHandler,LoveCnt,FearCnt,JoyCnt,SadnessCnt,SurpriseCnt,AngerCnt
292,1551567144953028608,likely cause mystery child hepatitis outbreak found,politics,Joy,Fear,1.0,Neutral,BBCWorld,4,4,2,0,0,0
293,1551561596660506625,russia puts isle man its list unfriendly states,sport,Joy,Sad,0.0,Neutral,BBCWorld,4,4,2,0,0,0
294,1551556065740963841,ryanair boss hits out at airports they had one job,business,Love,Fear,0.0,Neutral,BBCWorld,5,2,1,2,0,0
295,1551550825935290370,doyenne mexican cuisine diana kennedy dies aged 99,entertainment,Fear,Fear,0.2,Negative,BBCWorld,7,3,0,0,0,0
296,1551545319715897344,voters decide whether increase tunisian presidents powers,politics,Love,Fear,0.0,Neutral,BBCWorld,2,4,0,0,0,0
297,1551541475468607491,myanmars executed activists phyo zeya thaw ko jimmy,sport,Fear,Fear,0.0,Neutral,BBCWorld,6,1,0,2,1,0
298,1551532385199656961,likely cause mystery child hepatitis outbreak found,politics,Joy,Fear,1.0,Neutral,BBCWorld,4,4,1,1,0,0
299,1551526968402788353,rt uk will host eurovision song contest next year behalf winners ukraine,entertainment,Love,Fear,0.0,Neutral,BBCWorld,0,0,0,0,0,0
300,1551522923910991874,india alert after reporting fourth case monkeypox,business,Joy,Fear,0.0,Neutral,BBCWorld,4,5,0,1,0,0
301,1551518895625879552,i travel world with three cats my shoulders,sport,Love,Fear,0.0,Neutral,BBCWorld,6,3,0,0,0,1
302,1551515380081999872,how are drones being used ukraine conflict,business,Love,Fear,0.0,Neutral,BBCWorld,5,2,2,1,0,0
303,1551511081348104193,russian investigator says 92 ukrainians charged with crimes against humanity,business,Sadness,Fear,0.0,Neutral,BBCWorld,3,2,1,4,0,0
304,1551507589904613376,wildfire grows as firefighters battle punishing heat near yosemite national park,entertainment,Sadness,Fear,0.4,Positive,BBCWorld,3,7,0,0,0,0
305,1551504538129014788,russia declares guernsey unfriendly state,business,Joy,Sad,0.0,Neutral,BBCWorld,8,1,1,0,0,0
306,1551499757201375232,how misinformation has fuelled debate abortion us,politics,Sadness,Fear,0.0,Neutral,BBCWorld,7,1,0,2,0,0
307,1551495985557274625,global cooks breaking indian curry stereotypes masterchef australia,business,Love,Sad,0.0,Neutral,BBCWorld,8,0,0,2,0,0
308,1551491932668436480,tunisia vote marks death dream some arab spring protesters,entertainment,Sadness,Fear,0.0,Neutral,BBCWorld,2,4,0,1,0,0
309,1551484660265324545,why health care is such key issue kenyas election,politics,Love,Fear,0.75,Neutral,BBCWorld,6,4,0,0,0,0
310,1551480904794755073,jonas vingegaard crowned tour de france champion as jasper philipsen wins paris,sport,Love,Fear,0.2,Positive,BBCWorld,4,3,0,0,0,0
311,1552001290477223937,fanfare as croatias chinese built bridge finally opens,sport,Love,Fear,0.5,Neutral,BBCWorld,25,4,0,1,0,0
312,1551994848609243136,japan executes akihabara mass murderer say reports,business,Sadness,Fear,0.0,Neutral,BBCWorld,9,3,0,1,0,0
313,1551988960641122306,bishop known his flashy lifestyle robbed more than 1m jewellery during livestreamed sermon new york,entertainment,Sadness,Fear,0.43863636363636366,Negative,BBCWorld,7,8,1,3,0,1
314,1551982946239672321,mind reading combat jet future,tech,Love,Fear,0.125,Neutral,BBCWorld,7,3,0,0,0,0
315,1551978673422598144,egyptian tiktoker tala safwan held saudi over immoral video,business,Sadness,Fear,0.0,Neutral,BBCWorld,6,1,0,4,0,0
316,1551975085866622976,flashy nyc bishop robbed 1m jewellery during live sermon,entertainment,Sadness,Fear,0.43333333333333335,Negative,BBCWorld,14,4,0,2,0,0
317,1551969615177285635,historic gay pride jersey sparks player boycott australia,sport,Sadness,Fear,0.2916666666666667,Positive,BBCWorld,9,2,0,2,1,0
318,1551969615160434689,kim kardashian kylie jenner share instagram criticism,business,Sadness,Sad,0.0,Neutral,BBCWorld,7,3,0,2,0,2
319,1551966589947453447,covid origin studies say evidence points chinas wuhan market,business,Love,Fear,0.0,Neutral,BBCWorld,9,7,2,2,0,0
320,1551962855687294976,kids tied up men cots ukraine orphanages,sport,Joy,Fear,0.0,Neutral,BBCWorld,2,3,2,3,0,2
321,1551960568143265792,british man killed greek helicopter accident,sport,Fear,Surprise,0.0,Negative,BBCWorld,4,8,0,1,0,0
322,1551959382782611456,russia pull out international space station,business,Love,Fear,0.0,Neutral,BBCWorld,6,9,1,4,0,0
323,1551953752973885441,dramatic cave rescue that nobody thought would work,tech,Love,Fear,0.6,Negative,BBCWorld,4,4,1,1,0,0
324,1551945812753747970,us leads globally most known monkeypox cases data shows,tech,Joy,Fear,0.5,Positive,BBCWorld,8,6,2,3,0,1
325,1551938019355201540,russia pull out international space station,business,Love,Fear,0.0,Neutral,BBCWorld,8,8,0,2,0,0
326,1551931774837706753,bhangra star balwinder safri dies after recovering coma,entertainment,Fear,Sad,0.0,Negative,BBCWorld,7,2,0,1,0,2
327,1551925331732340738,heathrow airport hits back at bizarre ryanair criticism,business,Joy,Fear,0.3,Positive,BBCWorld,3,5,0,2,0,0
328,1551920301893722126,wildfire tears through homes texas,tech,Fear,Fear,0.0,Neutral,BBCWorld,4,5,0,1,0,0
329,1551915244011888640,us urges china condemn myanmar over executions,business,Sadness,Fear,0.0,Neutral,BBCWorld,5,4,0,5,0,0
330,1551910241272578048,locals evacuate californias largest wildfire 2022,business,Fear,Fear,0.0,Neutral,BBCWorld,6,2,1,1,0,0
331,1552019404975751171,rt conservative leadership debate cancelled after presenter faints live air,politics,Fear,Fear,0.5,Positive,BBCWorld,0,0,0,0,0,0
332,1552230332644171777,mcdonalds puts up price cheeseburger uk restaurants first time 14 years,business,Love,Fear,0.3333333333333333,Positive,BBCWorld,3,1,0,0,0,0
333,1552225050803277825,one poorest slums argentina families rely huge landfill site food,business,Fear,Fear,0.9,Positive,BBCWorld,6,3,1,0,0,0
334,1552215745832128512,one person shot dead south africa every hour experts say,politics,Fear,Fear,0.4,Negative,BBCWorld,6,4,0,0,0,0
335,1552207607263272960,mystery australias somerton man solved after 70 years researcher says,tech,Joy,Fear,0.0,Neutral,BBCWorld,7,2,0,1,0,0
336,1552193551026606081,member monkey gang terrorising locals japan caught killed,entertainment,Joy,Fear,0.0,Negative,BBCWorld,4,3,0,3,0,0
337,1552186794942337027,lightning strikes kill 20 indian state bihar,business,Sadness,Surprise,0.0,Neutral,BBCWorld,5,3,1,1,0,0
338,1552177489044201472,gaming time has no link with levels well being study finds,tech,Love,Fear,0.0,Neutral,BBCWorld,4,5,0,1,0,0
339,1552172496627064832,prosecutors examine donald trumps role capitol riot us media reports,business,Joy,Fear,0.0,Neutral,BBCWorld,1,6,1,2,0,0
340,1552167179717599233,buzz aldrins moon jacket sells sky high price,entertainment,Love,Fear,0.5399999999999999,Positive,BBCWorld,8,1,0,1,0,0
341,1552161891702693893,sri lankas former president expected return country singapore lawmaker says,business,Love,Fear,0.2,Negative,BBCWorld,4,4,1,1,0,0
342,1552086390506229761,could great lakes solve us shipping woes,tech,Fear,Fear,0.75,Positive,BBCWorld,4,5,0,1,0,0
343,1552085378873573376,beijing vows consequences if nancy pelosi visits taiwan,politics,Fear,Fear,0.0,Neutral,BBCWorld,8,1,0,1,0,0
344,1552084741297475585,buzz aldrins moon jacket sells sky high 2 8m,entertainment,Love,Fear,0.5399999999999999,Positive,BBCWorld,7,1,0,1,1,0
345,1552081845499691011,what we learned trumps return washington,politics,Love,Fear,0.0,Neutral,BBCWorld,4,2,1,2,0,1
346,1552079552423264257,afghanistan quiet afghan valley standing up taliban,politics,Love,Fear,0.3333333333333333,Neutral,BBCWorld,5,2,0,1,0,0
347,1552048556097380356,covid origin studies say evidence points chinas wuhan market,business,Love,Fear,0.0,Neutral,BBCWorld,9,1,0,0,0,0
348,1552036080354041856,rt england beat sweden 4 0 reach final womens euro 2022,sport,Love,Fear,1.0,Neutral,BBCWorld,0,0,0,0,0,0
349,1552030807249788928,hungarian prime minister viktor orbans adviser resigns over speech criticising race mixing,politics,Sadness,Fear,0.0,Neutral,BBCWorld,5,2,0,3,0,0
350,1552588689557127168,dangerous bacterium found us soil,sport,Sadness,Fear,0.9,Negative,BBCWorld,10,7,2,1,0,0
351,1552582885361729536,gunshots heard haiti capital as riots break out,business,Sadness,Surprise,0.0,Neutral,BBCWorld,6,3,0,1,0,0
352,1552572717571997702,climate change is killing elephants says kenyas wildlife tourism ministry,politics,Love,Fear,0.0,Neutral,BBCWorld,5,7,0,1,0,0
353,1552562772885573632,sea level rise speeding up uk says report,politics,Love,Fear,0.0,Neutral,BBCWorld,7,5,1,1,0,0
354,1552557481225846784,woman reunited with parents ashes lost flight ireland,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,3,2,0,0,0,0
355,1552542138814152704,why are prices rising what is inflation rate us,business,Love,Fear,0.0,Neutral,BBCWorld,7,3,0,1,0,0
356,1552539105531203584,why premier league teams are flocking back asia,sport,Love,Fear,0.0,Neutral,BBCWorld,8,4,0,0,0,0
357,1552534070122397697,climate change killing elephants says kenya,politics,Fear,Fear,0.0,Neutral,BBCWorld,7,2,2,2,0,0
358,1552532185101500416,rt final episode long running tv soap neighbours is being broadcast australia it airs uk friday aust,entertainment,Love,Fear,0.7,Negative,BBCWorld,0,0,0,0,0,0
359,1552529377421819904,rt commonwealth games begin birmingham this evening with what organisers promise will be spectacular opening ceremo,sport,Love,Sad,0.9,Positive,BBCWorld,0,0,0,0,0,0
360,1552528806178693120,protesters storm iraqi parliament baghdad,entertainment,Sadness,Fear,0.0,Neutral,BBCWorld,5,5,1,2,0,0
361,1552522751944146944,world was safer during cold war says uk national security adviser,politics,Love,Fear,1.0,Negative,BBCWorld,7,5,0,3,0,0
362,1552510524914638850,kim jong un says north korea ready mobilise nuclear forces,politics,Love,Fear,0.5,Positive,BBCWorld,8,6,0,1,0,0
363,1552474886630739970,senator joe manchin suddenly backs biden climate tax bill,business,Sadness,Fear,0.5,Neutral,BBCWorld,4,1,2,3,0,0
364,1552462422581166082,kherson ukraine stepping up counter offensive retake city sources,politics,Sadness,Fear,0.0,Neutral,BBCWorld,5,6,1,5,0,0
365,1552449390232715264,kenya election how handshake changed odingas heartland,politics,Love,Fear,0.0,Neutral,BBCWorld,6,1,0,2,0,0
366,1552444304429383680,chess olympiad 2022 why india may sweep medals at chennai edition,entertainment,Love,Fear,0.0,Neutral,BBCWorld,8,2,0,0,0,0
367,1552440890303684608,us mortgage lender pay 20m redlining case,business,Fear,Fear,0.0,Neutral,BBCWorld,3,1,0,7,0,0
368,1552440890249154567,ukraine war wests modern weapons halt russias advance donbas,business,Love,Fear,0.3,Positive,BBCWorld,4,2,1,3,0,0
369,1552421603698511872,muqtada al sadr supporters baghdad storm parliament building,politics,Sadness,Fear,0.0,Neutral,BBCWorld,7,0,0,3,0,0
370,1552602532874166272,sebastian vettel retire formula 1 at end current season,sport,Fear,Fear,0.4,Neutral,BBCWorld,3,3,0,0,0,0
371,1552598153022640132,kitkat maker nestle puts up prices again due unprecedented rise costs,business,Love,Fear,0.6375,Positive,BBCWorld,7,2,0,1,0,0
372,1552904764207267842,sir christopher meyer uks former ambassador us dies at 78,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,2,1,0,0,0,0
373,1552900000052645889,china signals it could miss economic growth target,business,Fear,Fear,0.2,Positive,BBCWorld,6,3,0,1,0,0
374,1552892793621733377,rare ancient dinosaur skeleton sells 6m 5m at auction,entertainment,Love,Fear,0.9,Positive,BBCWorld,5,3,1,1,0,0
375,1552890054078615553,rt final episodes tv soap opera neighbours have been aired australia uk finale will be broadcast tonig,entertainment,Love,Sad,0.85,Positive,BBCWorld,0,0,0,0,0,0
376,1552886806689075200,invasive species costing world 16bn study,tech,Sadness,Fear,0.0,Neutral,BBCWorld,6,4,0,0,0,0
377,1552836812267261952,childhood obesity why are indian children getting fatter,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,4,4,0,2,0,0
378,1552825468138799107,why dutch farmers are protesting over emissions cuts,business,Sadness,Fear,0.0,Neutral,BBCWorld,4,5,0,1,0,0
379,1552823194708590592,kenya elections why farmers like william rutos big ambitions,politics,Love,Fear,0.1,Neutral,BBCWorld,6,3,0,1,0,0
380,1552820810917810181,will naming heatwaves save lives,sport,Love,Fear,0.0,Neutral,BBCWorld,4,6,0,0,0,0
381,1552817541181063168,iran death penalty ex child bride among three women executed one day report,politics,Fear,Fear,0.0,Neutral,BBCWorld,5,3,0,2,0,0
382,1552806793985892352,africas week pictures 22 28 july 2022,sport,Love,Fear,0.0,Neutral,BBCWorld,6,4,0,0,0,0
383,1552802832058925057,ukraines shadow army resisting russian occupation,politics,Sadness,Fear,0.0,Neutral,BBCWorld,2,5,0,3,0,0
384,1552793626840817664,washington dc at tipping point as migrants arrive border,business,Joy,Fear,0.0,Neutral,BBCWorld,4,3,0,3,0,0
385,1552773905378672640,xi biden exchange warnings taiwan,business,Love,Fear,0.0,Neutral,BBCWorld,6,1,1,1,0,1
386,1552768880451387401,notre dame cathedral track reopen 2024,entertainment,Love,Fear,0.0,Neutral,BBCWorld,9,1,0,0,0,0
387,1552763841427259392,saudi crown princes lavish visit france prompts outcry,business,Love,Fear,0.0,Neutral,BBCWorld,7,3,0,0,0,0
388,1552758810632142853,russia hits kyiv area as ukraine seeks retake south,business,Love,Fear,0.0,Neutral,BBCWorld,6,4,0,0,0,0
389,1552753783473668102,anti war russian journalist marina ovsyannikova fined discrediting army,politics,Sadness,Fear,0.0,Neutral,BBCWorld,4,4,1,1,0,0
390,1552748739135160320,johnny depp makes 3m 3 6m hours through sales his art,entertainment,Love,Fear,0.0,Neutral,BBCWorld,7,3,0,0,0,0
391,1552743706578620417,false claims deepfake president biden go viral,business,Fear,Fear,0.6,Negative,BBCWorld,5,4,0,1,0,0
392,1553276528070475777,how singapore is turning multi storey car parks into farms,business,Love,Fear,0.0,Neutral,BBCWorld,6,1,0,0,0,0
393,1553219705007120385,mother imprisoned brazil 17 years speaks ordeal,business,Fear,Surprise,0.0,Neutral,BBCWorld,6,4,0,0,0,0
394,1553187332119035905,mega millions draw lotto fever grips us over 1 3bn jackpot,business,Love,Fear,0.0,Neutral,BBCWorld,5,5,0,0,0,0
395,1553166357423964165,rusty bowers defied donald trump what happens now,entertainment,Sadness,Fear,0.0,Neutral,BBCWorld,5,3,1,1,0,0
396,1553158936500510720,mali burkina faso did coups halt jihadist attacks,business,Sadness,Fear,0.0,Neutral,BBCWorld,8,1,1,0,0,0
397,1553157828180951041,migrant deaths how american dream ended horror,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,4,5,0,1,0,0
398,1553151536032776192,ukraine war un red cross should investigate prison deaths says ukraine,entertainment,Love,Fear,0.0,Neutral,BBCWorld,2,4,1,3,0,0
399,1553133781325938689,hitlers watch sells 1 1m 900 000 at us auction,business,Love,Fear,0.0,Neutral,BBCWorld,4,2,1,3,0,0
400,1553121217435025408,prosecutor seeks eight year sentence singer shakira over tax evasion,business,Sadness,Fear,0.0,Neutral,BBCWorld,8,1,1,0,0,0
401,1553116173851656195,russia ukraine trade blame over prison blast separatist held donetsk,business,Fear,Fear,0.0,Neutral,BBCWorld,3,7,0,0,0,0
402,1553111141374623744,man who imported 78k cannabis through post jailed,politics,Sadness,Fear,0.0,Neutral,BBCWorld,7,1,0,2,0,0
403,1553106107534557184,iran death penalty ex child bride among three women executed one day report,politics,Fear,Fear,0.0,Neutral,BBCWorld,6,2,0,2,0,0
404,1553101071014400000,childhood obesity why are indian children getting fatter,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,7,3,0,0,0,0
405,1553096037786591232,invasive species costing world 16bn study,tech,Sadness,Fear,0.0,Neutral,BBCWorld,4,5,0,0,0,1
406,1553090999110586368,south african opposition leader julius malema warns impending uprising,business,Joy,Fear,0.0,Neutral,BBCWorld,4,6,0,0,0,0
407,1553085980109832194,spanish pm tells workers stop wearing ties save energy,politics,Love,Fear,0.0,Neutral,BBCWorld,7,2,0,1,0,0
408,1553080941140213761,debris chinese rocket expected crash earth uncontrolled re entry,entertainment,Joy,Fear,0.2,Negative,BBCWorld,4,3,0,2,1,0
409,1553075910995222529,us supreme court judge mocks world leaders over abortion ruling,politics,Sadness,Fear,0.0,Neutral,BBCWorld,8,0,0,2,0,0
410,1553070871429976066,spanish beach body campaign used my image without asking says british model,politics,Fear,Fear,0.0,Neutral,BBCWorld,4,6,0,0,0,0
411,1553065832082702338,migrants escape abandoned truck mexico,politics,Fear,Fear,0.0,Neutral,BBCWorld,5,2,1,2,0,0
412,1553654305508495360,southern ukraine city mykolaiv heavily shelled by russians,business,Sadness,Fear,0.25,Negative,BBCWorld,2,6,0,1,0,0
413,1553649048460181505,italy outcry over killing african migrant town centre,sport,Sadness,Fear,0.0,Neutral,BBCWorld,2,3,1,4,0,0
414,1553643899364806657,wildfire spreads hotel turkey,politics,Love,Fear,0.0,Neutral,BBCWorld,6,3,0,0,0,0
415,1553641064942247937,us president joe biden tests positive covid after rebound infection,sport,Love,Fear,0.5454545454545454,Positive,BBCWorld,5,5,0,0,0,0
416,1553548309561761792,ukraine war zelensky orders civilians evacuate donetsk region,politics,Fear,Fear,0.0,Neutral,BBCWorld,5,2,0,3,0,0
417,1553517055621709825,kansas state where abortion is ballot,politics,Fear,Fear,0.0,Neutral,BBCWorld,6,4,0,0,0,0
418,1553506876934987776,beach body ad edited out my prosthetic leg model,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,5,5,0,0,0,0
419,1553459097034539009,italy outcry over killing african migrant town centre,sport,Sadness,Fear,0.0,Neutral,BBCWorld,3,3,1,3,0,0
420,1553397850595332096,rt 22 year old man arrested suspicion murder after death nine year old lillia valutyte lincolnshire england ht,sport,Joy,Fear,0.2,Positive,BBCWorld,0,0,0,0,0,0
421,1553349572298260484,iraq muqtada al sadr supporters storm parliament again,politics,Sadness,Fear,0.0,Neutral,BBCWorld,3,4,0,3,0,0
422,1553338306263384067,nancy pelosis long history opposing beijing,politics,Sadness,Fear,0.4,Negative,BBCWorld,7,1,0,2,0,0
423,1553331951586738178,russias gazprom halts gas supplies latvia,business,Fear,Fear,0.0,Neutral,BBCWorld,3,6,0,1,0,0
424,1553329533310337025,uk troops finland exercise amid russia threats,politics,Sadness,Fear,0.0,Neutral,BBCWorld,6,2,0,2,0,0
425,1553323878231035904,did popes apology canada go far enough,sport,Fear,Fear,0.75,Positive,BBCWorld,4,5,0,1,0,0
426,1553318503578574851,devastating kentucky flood death toll rises 19,business,Fear,Sad,1.0,Negative,BBCWorld,5,2,0,1,1,1
427,1553313969133260801,canadian narrator islamic state videos jailed,business,Sadness,Fear,0.0,Neutral,BBCWorld,1,4,0,5,0,0
428,1553311709951057921,indian man who won lottery hours before selling house,entertainment,Love,Fear,0.0,Neutral,BBCWorld,4,4,0,2,0,0
429,1553306284136562689,beyonc album renaissance dance floor hit with critics,entertainment,Love,Fear,0.0,Neutral,BBCWorld,3,6,0,1,0,0
430,1553303611916140544,us charges russian with interfering us politics,business,Sadness,Fear,0.0,Neutral,BBCWorld,5,0,0,4,0,0
431,1553297368438677505,first deaths outside africa monkeypox recorded brazil spain,sport,Fear,Fear,0.19166666666666665,Positive,BBCWorld,5,4,0,1,0,0
432,1554037238622834688,kosovo postpones new car number plate rules amid tensions,business,Sadness,Fear,0.45454545454545453,Positive,BBCWorld,5,1,0,2,0,0
433,1554032211875217410,new zealand fully reopens borders after long pandemic closure,sport,Fear,Fear,0.42727272727272725,Positive,BBCWorld,4,4,1,1,0,0
434,1554027173861810176,inuit residential school survivor recalls haunting first night,entertainment,Joy,Angry,0.3333333333333333,Positive,BBCWorld,2,2,1,0,0,0
435,1554022154567565312,subsidiary unit chinese property giant evergrande ordered pay 1 1bn over unpaid debt,business,Fear,Fear,0.4666666666666666,Positive,BBCWorld,2,1,1,0,0,0
436,1554017109818200067,south african town destroyed make way whites only suburb,sport,Fear,Fear,0.5,Neutral,BBCWorld,2,2,0,5,0,1
437,1554012078037520384,how afghan tv presenter became refugee,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,3,5,0,2,0,0
438,1554007039600361473,thousands flock ultra orthodox rabbis funeral jerusalem,entertainment,Love,Fear,0.6,Negative,BBCWorld,5,2,0,3,0,0
439,1554001991604604928,new device will investigate milky ways origins,tech,Love,Fear,0.45454545454545453,Positive,BBCWorld,7,1,0,2,0,0
440,1553997488604024832,rt first ship carrying grain leaves ukrainian port deal with russia aimed at easing global food crisis,business,Love,Surprise,0.16666666666666666,Positive,BBCWorld,0,0,0,0,0,0
441,1553996970699771904,mckinney fire spreads rapidly northern california,business,Love,Sad,0.0,Neutral,BBCWorld,2,5,0,3,0,0
442,1553991954777706497,myanmar military extends emergency rule until 2023,business,Love,Sad,0.1,Negative,BBCWorld,2,7,0,1,0,0
443,1553986904294563842,why is elon musk launching thousands satellites,tech,Love,Fear,0.0,Neutral,BBCWorld,6,3,0,0,1,0
444,1553981832298987520,nba leads tributes after boston celtics great bill russell dies at age 88,entertainment,Fear,Fear,0.75,Positive,BBCWorld,2,1,0,0,0,0
445,1553976729584246787,new zealand fully reopens borders after long pandemic closure,sport,Fear,Fear,0.42727272727272725,Positive,BBCWorld,5,4,0,1,0,0
446,1553971254142574593,star trek actress nichelle nichols dies at 89,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,6,3,0,0,0,1
447,1553917063307075585,kosovo postpones new car number plate rules amid tensions,business,Sadness,Fear,0.45454545454545453,Positive,BBCWorld,3,6,0,1,0,0
448,1553878425542266880,reality ukraine war hidden fortress russia,business,Joy,Fear,0.3333333333333333,Negative,BBCWorld,3,6,0,1,0,0
449,1553852302875844613,woman declared stateless india uk uganda,entertainment,Fear,Fear,0.0,Neutral,BBCWorld,7,3,0,0,0,0
450,1553844146967814145,cancer survivor objects spanish beach ad image,entertainment,Fear,Sad,0.0,Neutral,BBCWorld,6,2,0,1,1,0
451,1553820968727896064,ukraine grain tycoon killed russian shelling,business,Sadness,Fear,0.0,Negative,BBCWorld,6,2,0,2,0,0
452,1554187974538997761,why is elon musk launching thousands satellites,tech,Love,Fear,0.0,Neutral,BBCWorld,13,6,1,0,0,0
453,1554184197966815232,we hope nothing will happen say ukraine grain ship crew,business,Love,Fear,0.0,Neutral,BBCWorld,5,7,0,0,0,0
454,1554180793995501569,rt we are going wake up with very angry people if theres no immediate intervention says eff leader south african opp,politics,Sadness,Angry,0.5,Negative,BBCWorld,0,0,0,0,0,0
455,1554180441413926913,kentucky floods death toll rises 30 with hundreds still missing,business,Fear,Sad,0.05,Negative,BBCWorld,2,2,1,0,0,0
456,1554176394145550337,two dead found dead car as firefighters battle california wildfire,entertainment,Fear,Sad,0.4,Negative,BBCWorld,4,7,2,1,0,0
457,1554172137031843840,ukraine mum turns her tv up so 4 year old daughter doesnt hear shelling,entertainment,Joy,Surprise,0.2,Positive,BBCWorld,3,6,1,1,0,0
458,1554172136088109056,excited lioness superfan tess attends euros final,business,Love,Fear,0.875,Positive,BBCWorld,1,1,0,0,0,0
459,1554169180936704002,britons held by rebels ukraine stand trial,politics,Fear,Fear,0.0,Neutral,BBCWorld,4,3,2,4,0,0
460,1554163309842243587,india confirms first monkeypox death southern state kerala,business,Joy,Fear,0.16666666666666666,Positive,BBCWorld,3,5,0,2,0,1
461,1554156012244017152,colombians hold kiss thon support gay couple,politics,Anger,Fear,0.5833333333333334,Positive,BBCWorld,5,7,0,3,0,1
462,1554148224650432512,ukraine mum turns tv up so daughter doesnt hear shelling,entertainment,Joy,Surprise,0.0,Neutral,BBCWorld,2,6,1,1,0,1
463,1554142918834798595,two found dead amid huge wildfire sweeping through northern california,business,Fear,Sad,0.65,Positive,BBCWorld,1,6,1,1,0,1
464,1554134309929635840,indigenous australian senator calls queen coloniser while being sworn,politics,Love,Angry,0.0,Neutral,BBCWorld,9,7,0,4,0,0
465,1554123438456987649,beyonc remove offensive lyric new song after backlash disability campaigners,entertainment,Sadness,Sad,0.5522727272727272,Positive,BBCWorld,6,5,0,1,0,0
466,1554117771176427522,actress pat carroll voice disney villain ursula dies aged 95,entertainment,Fear,Fear,0.4,Negative,BBCWorld,3,6,0,0,0,0
467,1554112729975324672,south african town destroyed make way whites only suburb,sport,Fear,Fear,0.5,Neutral,BBCWorld,6,4,0,0,0,0
468,1554108464418398208,stories behind banksys great british spraycation,entertainment,Love,Fear,0.48333333333333334,Positive,BBCWorld,4,5,0,1,1,0
469,1554104680543830016,last remaining families bakhmut ukraine,business,Fear,Surprise,0.06666666666666667,Neutral,BBCWorld,5,5,0,1,0,0
470,1554100646655459328,india confirms first monkeypox death,business,Joy,Fear,0.3333333333333333,Positive,BBCWorld,3,3,2,2,0,0
471,1554096622899978240,beyonc criticised using offensive lyric her renaissance album,entertainment,Sadness,Sad,0.65,Positive,BBCWorld,5,3,0,2,0,0
472,1554195611045560320,nuclear annihilation just one miscalculation away warns un secretary general,politics,Joy,Fear,0.5,Positive,BBCWorld,4,3,1,2,0,0
473,1554414735919030272,people airlifted safety escape kentucky floods,politics,Fear,Fear,0.0,Neutral,BBCWorld,7,1,0,0,0,0
474,1554409679182348290,bp sees biggest profit 14 years as energy bills soar,business,Love,Fear,0.0,Neutral,BBCWorld,12,7,0,1,0,0
475,1554404647418339328,capitol rioter turned by son gets 87 months prison,entertainment,Sadness,Fear,0.0,Neutral,BBCWorld,5,3,0,2,0,0
476,1554399619785936897,how do we solve problem dead satellites space debris,tech,Fear,Fear,0.4,Negative,BBCWorld,7,2,1,0,0,0
477,1554394589099921410,china could make show force if pelosi visits taiwan us,business,Love,Fear,0.0,Neutral,BBCWorld,7,2,1,0,0,0
478,1554389550159593473,nuclear annihilation just one miscalculation away un chief warns,politics,Joy,Fear,0.0,Neutral,BBCWorld,4,5,0,1,0,0
479,1554384516604903424,whats behind china taiwan divide,business,Fear,Fear,0.7,Negative,BBCWorld,3,4,1,2,0,0
480,1554379642932445184,more needs be done look at possibility human extinction as result climate change new study suggests,politics,Love,Fear,0.3515151515151515,Positive,BBCWorld,5,3,1,1,0,0
481,1554374468658683904,wife nigerian killed italy demands justice,business,Sadness,Sad,0.0,Negative,BBCWorld,4,3,0,3,0,0
482,1554369425276633088,what could saudi arabia uae do help lower oil prices,business,Love,Fear,0.0,Neutral,BBCWorld,4,5,0,1,0,0
483,1554364378085982208,when delhi london colluded deny passports indians,business,Joy,Fear,0.0,Neutral,BBCWorld,2,6,0,2,0,0
484,1554360941340409858,rt bp reports huge profits nearly 7bn 8 45bn second highest companys history after oil gas prices so,business,Love,Fear,0.43333333333333335,Positive,BBCWorld,0,0,0,0,0,0
485,1554359347517575168,asias richest men face off india 5g battle,business,Love,Fear,0.0,Neutral,BBCWorld,2,8,0,0,0,0
486,1554354328693084164,al qaeda leader ayman al zawahiri killed us drone strike confirms us president joe biden,politics,Fear,Fear,0.0,Negative,BBCWorld,3,6,0,1,0,0
487,1554349282991407104,capitol rioter turned by son gets 87 months prison,entertainment,Sadness,Fear,0.0,Neutral,BBCWorld,5,4,0,0,0,1
488,1554344274254258176,nuclear annihilation just one miscalculation away un chief warns,politics,Joy,Fear,0.0,Neutral,BBCWorld,4,3,2,1,0,0
489,1554339220818481152,biden zawahiri killing justice has been delivered,politics,Love,Fear,0.0,Neutral,BBCWorld,1,6,1,2,0,0
490,1554333786862755842,how rangers are using ai help protect indias tigers,tech,Love,Fear,0.0,Neutral,BBCWorld,8,2,0,0,0,0
491,1554264299043954694,kenya election 2022 kikuyus split between ruto odinga,politics,Fear,Fear,0.0,Neutral,BBCWorld,6,2,0,1,1,0
492,1554258627485224961,ukraine helping children overcome trauma war,politics,Love,Fear,0.0,Neutral,BBCWorld,4,4,0,2,0,0
